Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.940829,99.55133057,99.62576294,99.7,99.74303436,99.7,99.3,99.5,99.90000153,100,99.80000305,99.63088226,99.60926819,99.60715485,99.62939453,99.67240143,99.73049164,99.79797363,99.86916351,99.93153381,99.97639465,99.9961319,100,100,100,100,100,100,100,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.46631622,95.67889404,95.89093781,96.099823,96.30238342,96.49547577,96.67592621,96.8405838,96.98628235,97.11154175,97.72564697,97.79324341,97.8595047,97.93138885,98.01583862,98.11979675,98.24810028,98.39717865,98.5613327,98.73488617,99.10069275,99.41411591,99.6580658,99.76306152,99.71335602,100,100,100,100,100,100,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,98.98194122,99.02344513,99.07267761,99.08232117,99.40000153,99.10456085,99.13105774,99.59999847,99.09999847,99.33853912,99.4447403,99.59999847,99.87999725,100,99.80000305,99.96396637,99.90000153,100,100,100,100,100,100,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.46308899,74.2180481,74.9603653,75.68688965,76.39445496,77.08158875,77.78160095,78.43797302,79.09301758,79.753685,80.4269104,81.11965179,82.77999878,84.60292053,83.32752991,82.34533691,82.30000305,85.6199646,86.37635803,86.19999695,87.99452972,89.22180939,91.40000153,92.1265564,93.41235352,94.53871918,95.5853653,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3282606,94.79874364,94.76908328,94.59849807,94.67375146,94.50810233,94.97873166,94.93831973,94.64991901,94.96900289,95.13505405,95.10761281,95.27169567,95.50161171,95.65730844,95.68966791,95.81063805,95.70967831,95.93796774,96.28683816,96.29098799,96.34474856,96.25242289,96.74429337,97.26297078,97.39411151,97.61760523,97.23523985,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.08071136,97.23141479,97.37895966,97.52017975,97.65193176,97.77103424,97.8743515,97.95870209,98.02262878,98.09404755,98.12830353,98.16123199,98.1997757,98.25088501,98.32150269,98.572258,98.5322113,98.19999695,99.69999695,98.94715881,98.68250275,99.22337341,99.34555817,99.40000153,99.55751038,99.6510849,99.87259674,99.99607086,99.90000153,99.98691559,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,99.88999939,100,99.86000061,99.93000031,99.80000305,100,,99.90000153,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,91.62909698,91.72691345,91.81526184,91.89096832,89.8,91.99183655,92.01235962,92.0068512,92.00179291,91.9954071,91.99463654,91.58999634,91.05000305,94.96466064,92.16981506,92.26132202,92.36222076,100,99.71286011,99.49117279,98.5,95.91999817,93.07569885,92.93487549,92.9834137,,93.07095337,93.11345673,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29832458,85.41510773,84.2,85.5903244,85.67829132,85.77429962,85.86898041,87.69999695,86.08214569,86.21452332,86.37124634,86.54873657,86.74131012,86.94327545,87.1489563,87.35264587,87.54868317,87.73262024,87.90512085,88.06808472,88.22341156,88.37302399,88.51881409,88.66270447,88.80626678,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,35.10939026,39.2,37.58665085,38.81738281,40.03863525,44.1,42.44007111,48,44.7673645,44.09999847,47.02407074,45.09999847,48,47.59999847,51.58969879,52.777771,47.79999924,55.21053696,56.44385529,49.79999924,58.91592789,60.14330673,61.35860062,61.5,67.69999695,69.96141052,75.19999695,76.46187592,79.4621048,82.38262177,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.47966003,85.51948547,80.4,85.57701874,85.58840942,85.58400726,85.56063843,87.4,85.42392731,85.36461639,85.3039856,85.24897003,85.20652008,85.18357849,91.40000153,85.20716095,85.24442291,90.86193848,85.34143066,83.19999695,85.43052673,85.45915222,83.40000153,81.19999695,85.48399353,85.47828674,85.46876526,85.45733643,85.71547699,
